domain,homepage_url,homepage_title,og_site_name,og_title,schema_org_name,wikidata_label,wikidata_qid,wikidata_official_site,enriched_company_name,source,status,notes
flbelt.com,,,,,,,,,,,no_data,
flipflopsystems.com,https://flipflopsystems.com/,FlipFlop - Ingest Digital Content in Seconds,,,,,,,FlipFlop,homepage_title,ok,
flightbeam.net,https://www.flightbeam.net/,Software | Flightbeam Studios,Flightbeam Studios,Software | Flightbeam Studios,,,,,Flightbeam Studios,og_site_name,ok,
fitalfa.com,,,,,,,,,,,no_data,
fleximgroup.com,https://www.fleximgroup.com/,Home - Flexim Group SA,Flexim Group SA,Home - Flexim Group SA,,,,,Flexim Group SA,og_site_name,ok,
flocksafety.com,https://www.flocksafety.com/,"Shaping the Future of Safety, Together.",,,,,,,"Shaping the Future of Safety, Together.",homepage_title,ok,
florettepr.com,https://florettepr.com/,Florette PR,,,,,,,Florette PR,homepage_title,ok,
flk.llc,,,,,,,,,,,no_data,
floridalocalinsurance.com,https://floridalocalinsurance.com/,Top Insurance Carriers in Florida,Florida Local Insurance,Florida Local Insurance,,,,,Florida Local Insurance,og_site_name,ok,
floridawholesale.mortgage,https://floridawholesale.mortgage/,Coming Soon,,,,,,,Coming Soon,homepage_title,ok,
flourishventures.com,https://flourishventures.com/,Flourish Ventures,Flourish Ventures,Flourish Ventures,,,,,Flourish Ventures,og_site_name,ok,
flowable.com,https://www.flowable.com/,Flowable: Intelligent Business Process & Workflow Automation,,Flowable: Intelligent Business Process & Workflow Automation,,,,,Flowable: Intelligent Business Process & Workflow Automation,og_title,ok,
flmharvest.com,https://curiousplot.agency,"Curious Plot - Food, Agriculture and Animal Care Marketing",Curious Plot,"Curious Plot - Food, Agriculture and Animal Care Marketing",,,,,Curious Plot,og_site_name,ok,
flkdigital.com,https://www.flkdigital.com/,Home - FLK Digital,,Home - FLK Digital,,,,,Home - FLK Digital,og_title,ok,
flowersincusa.org,https://flowersincusa.org/,Flowers Ministries Incorporated,Flowers Ministries Incorporated,Flowers Ministries Incorporated,,,,,Flowers Ministries Incorporated,og_site_name,ok,
flowerklein.com,https://www.flowerklein.com/,Home | Flower&Klein,Flower&Klein,Home | Flower&Klein,,,,,Flower&Klein,og_site_name,ok,
flowstateinv.com,,,,,,,,,,,no_data,
flowmentum.app,https://flowmentum.app/,Flowmentum | Results Driven Marketing Agency in Irvine,,Flowmentum | Results Driven Marketing Agency in Irvine,,,,,Flowmentum | Results Driven Marketing Agency in Irvine,og_title,ok,
florcana.com,,,,,,,,,,,no_data,
floornfts.io,https://rally.xyz,"Your wallet, made social",,"Your wallet, made social",,,,,"Your wallet, made social",og_title,ok,
flordecana.com,https://www.flordecana.com/,Flor de CaÃ±a | Family Rum Heritage Since 1890,,Flor de CaÃ±a | Family Rum Heritage Since 1890,,,,,Flor de CaÃ±a | Family Rum Heritage Since 1890,og_title,ok,
fluidstack.io,https://www.fluidstack.io/,Fluidstack: Leading AI Cloud Platform for Training and Inference,,Fluidstack: Leading AI Cloud Platform for Training and Inference,,,,,Fluidstack: Leading AI Cloud Platform for Training and Inference,og_title,ok,
fluentialpartners.com,https://www.fluentialpartners.com/,"Investment Bank for M&A, Debt & Equity Financing | Fluential Partners",Fluential Partners,"Investment Bank for M&A, Debt & Equity Financing | Fluential Partners",Fluential Partners,,,,Fluential Partners,schema_org_name,ok,
virgin.com,https://www.virgin.com/,Official site | Virgin,Virgin.com,Official site | Virgin,,,,,Virgin.com,og_site_name,ok,
flournoydev.com,,,,,,,,,,,no_data,
flyhopscotch.com,https://www.flyhopscotch.com/,Hopscotch Air is a personal air limo service,Hopscotch Air,Hopscotch Air is a personal air limo service,,,,,Hopscotch Air,og_site_name,ok,
flyia.co,https://www.flyia.co/,Air travel by design - Private jet flight | Home - Interstellar Aviation,Taking Private Flight Personally - Interstellar Aviation,Taking Private Flight Personally - Interstellar Aviation,,,,,Taking Private Flight Personally - Interstellar Aviation,og_site_name,ok,
flyai.com,https://flyai.com/,FlyAI-AI竞赛服务平台,,,,,,,FlyAI-AI竞赛服务平台,homepage_title,ok,
flywheelsoftware.com,https://www.growthloop.com/,GrowthLoop Compound Marketing Engine,,GrowthLoop Compound Marketing Engine,,,,,GrowthLoop Compound Marketing Engine,og_title,ok,
fm-hvac.com,https://www.fm-hvac.com/,Facilities Management Recruitment | FM & HVAC Recruitment,,Facilities Management Recruitment | FM & HVAC Recruitment,,,,,Facilities Management Recruitment | FM & HVAC Recruitment,og_title,ok,
flowcode.com,https://www.flowcode.com/,QR Code Platform For Measuring Conversions | Flowcode,,QR Code Platform For Measuring Conversions | Flowcode,,,,,QR Code Platform For Measuring Conversions | Flowcode,og_title,ok,
fmgleading.com,https://fmgleading.com/,Home - FMG Leading,FMG Leading,Home - FMG Leading,,,,,FMG Leading,og_site_name,ok,
fmf.mx,https://fmf.mx/,"Federación Mexicana de Fútbol Asociación, A. C.",,Federación Mexicana de Fútbol,,,,,Federación Mexicana de Fútbol,og_title,ok,
fmglobal.com,https://www.fm.com/,Commercial property insurance | FM,FM,FM | Commercial property insurance,,,,,FM,og_site_name,ok,
fmkagency.com,https://fmkagency.com/,FMK Agency,,FMK Agency,FMK Digital Agency,,,,FMK Digital Agency,schema_org_name,ok,
fmvrei.com,,,,,,,,,,,no_data,
fmsadvisory.com,https://fmsadvisory.com/,FMS Advisory | Tax & CPA Services | Rockville MD,,,,,,,FMS Advisory,homepage_title,ok,
flstudios.website,https://flstudios.website/,First Light Studios | Reviving Legacy Brands for Tomorrow’s Marketplace,,,,,,,First Light Studios,homepage_title,ok,
fna.fi,https://fna.fi/,FNA - Advanced network analytics & simulation software,FNA,FNA - Advanced network analytics & simulation software,,,,,FNA,og_site_name,ok,
fnf.law,https://www.fnf.law/,Freedman Normand Friedland LLP,Freedman Normand Friedland,Freedman Normand Friedland LLP,,,,,Freedman Normand Friedland,og_site_name,ok,
flylouie.com,https://www.avfuel.com/Fuel/Fly-Louie-Card,The Fly Louie Card Powered by Avfuel,,,,,,,The Fly Louie Card Powered by Avfuel,homepage_title,ok,
fogartyfinger.com,https://fogartyfinger.com/,Fogarty Finger,,Fogarty Finger,,,,,Fogarty Finger,og_title,ok,
foldapp.com,https://foldapp.com/,Fold | Personal finance powered by bitcoin,,Fold | Personal finance powered by bitcoin,,,,,Fold | Personal finance powered by bitcoin,og_title,ok,
foo.bar,,,,,,,,,,,no_data,
foglampdigital.com,https://www.foglampdigital.com/,FOGLAMP,FOGLAMP,FOGLAMP,,,,,FOGLAMP,og_site_name,ok,
foleyhoag.com,https://foleyhoag.com/home/,"Foley Hoag LLP | Law Firm | Corporate, Litigation, IP & Administrative Attorneys",,Home | Foley Hoag,,,,,Home | Foley Hoag,og_title,ok,
foo.xyz,,,,,,,,,,,no_data,
foo.com,http://www.foo.com/,Foo.com,,,,,,,Foo.com,homepage_title,ok,
flock-associates.com,https://www.flock-associates.com/,Home - Flock Associates,Flock Associates,Home - Flock Associates,,,,,Flock Associates,og_site_name,ok,
fooda.com,https://www.fooda.com:443/,Office Lunch Services | Fooda,,,,,,,Office Lunch Services,homepage_title,ok,
foodintransit.com,https://foodintransit.com/,FoodINTransit - Managed Logistics Services for the Foodservice Industry,FoodINTransit,FoodINTransit - Managed Logistics Services for the Foodservice Industry,,,,,FoodINTransit,og_site_name,ok,
glonbal,,,,,,,,,,,no_data,
footholdtechnology.com,https://footholdtechnology.com/,Human Services Software - Behavioral Health EHR - Foothold Technology,Foothold Technology,Human Services Software - Behavioral Health EHR - Foothold Technology,,,,,Foothold Technology,og_site_name,ok,
foodsmart.com,https://foodsmart.com/,Foodsmart | Personalized Telehealth Nutrition Solution,,Foodsmart | Personalized Telehealth Nutrition Solution,,,,,Foodsmart | Personalized Telehealth Nutrition Solution,og_title,ok,
footlocker.com,https://www.footlocker.com/,"The Heart of Sneakers | Sneakers, Apparel & More | Foot Locker",,,,,,,The Heart of Sneakers,homepage_title,ok,
fordham.edu,https://www.fordham.edu/,Fordham University,,,,,,,Fordham University,homepage_title,ok,
forensisgroup.com,https://www.forensisgroup.com/,,,,,,,,,,ok,
flynn.com,https://flynn.com/,Flynn Group - Largest Franchisee Operator in the US,Flynn Group -,Flynn Group - Largest Franchisee Operator in the US,,,,,Flynn Group -,og_site_name,ok,
forgeworldwide.com,https://forgeworldwide.com/,"Forge Worldwide | Creative, Branding, Advertising & Design | Boston, MA",Forge Worldwide,"Forge Worldwide | Creative, Branding, Advertising & Design | Boston, MA",,,,,Forge Worldwide,og_site_name,ok,
forethought.ai,https://forethought.ai/,Customer Service & Support AI Agent | CX Automation Platform | Forethought,,Customer Service & Support AI Agent | CX Automation Platform | Forethought,,,,,Customer Service & Support AI Agent | CX Automation Platform | Forethought,og_title,ok,
forgottenskincare.com,https://forgottenskincare.com/,Forgotten Skincare: made for your forgotten places,Forgotten Skincare,Forgotten Skincare: made for your forgotten places,Forgotten Skincare,,,,Forgotten Skincare,schema_org_name,ok,
fmdefense.com,https://www.fairbanksmorsedefense.com/home,Home | Fairbanks Morse Defense,,Home | Fairbanks Morse Defense,,,,,Home | Fairbanks Morse Defense,og_title,ok,
form2architecture.com,https://www.form2architecture.com/,FORM2 Architecture,,FORM2 Architecture,,,,,FORM2 Architecture,og_title,ok,
formia.com,https://formia.com/,Home | Formia,Formia,Home | Formia,,,,,Formia,og_site_name,ok,
formula.co,https://www.monkstechservices.com/,Monks Technology Services | Innovation Consulting | Effective Engineering,,Monks Technology Services | Innovation Consulting | Effective Engineering,,,,,Monks Technology Services | Innovation Consulting | Effective Engineering,og_title,ok,
focushealthsolutions.com,,,,,,,,,,,no_data,
fninsurancegroup.com,https://www.fninsurancegroup.com/,"Cheap Insurance Agency in Homestead, FL, Miami, Orlando",F&N Insurance Group,"Cheap Insurance Agency in Homestead, FL, Miami, Orlando",,,,,F&N Insurance Group,og_site_name,ok,
forterra.com,https://www.forterra.com/,"Forterra: Groundbreaking, Ground-Based Autonomy",,"Forterra: Groundbreaking, Ground-Based Autonomy",,,,,"Forterra: Groundbreaking, Ground-Based Autonomy",og_title,ok,
fortitudeadvisors.com,https://fortitudeadvisors.com/,Fortitude Advisors | Technology Investment Bank & Advisory,Fortitude Advisors,Fortitude Advisors | Technology Investment Bank & Advisory,,,,,Fortitude Advisors,og_site_name,ok,
fortitechsolutions.co,https://fortitechsolutions.co/,Fortitech Solutions,Fortitech Solutions,Fortitech Solutions,,,,,Fortitech Solutions,og_site_name,ok,
fortunedd.com,,,,,,,,,,,no_data,
fortunefordeward.com,https://fortunefordeward.com/,,,,,,,,,,ok,
fortressus.com,https://fortressus.com/,FortressGB | Every Fan Counts,,,,,,,FortressGB,homepage_title,ok,
foodsolutions.global,https://www.foodsolutions.global/,Food Safety | Food Enterprise Solutions | United States,website,Food Safety | Food Enterprise Solutions | United States,,,,,website,og_site_name,ok,
forbesplunkett.com,,,,,,,,,,,no_data,
ford.com,,,,,,,,,,,no_data,
forvismazars.com,https://www.forvismazars.com/group/en,Forvis Mazars Group,,Forvis Mazars Group,,,,,Forvis Mazars Group,og_title,ok,
foro.io,https://www.bridgemarketplace.com/,Business Loans Made Easy | Bridge,,Business Loans Made Easy | Bridge,,,,,Business Loans Made Easy | Bridge,og_title,ok,
forwardplatform.com,https://forwardplatform.com/,Homepage - FORWARD Platform,FORWARD Platform,Homepage - FORWARD Platform,,,,,FORWARD Platform,og_site_name,ok,
forteventures.com,https://www.forteventures.com/,Forté Ventures,Forté Ventures,Forté Ventures,,,,,Forté Ventures,og_site_name,ok,
fospha.com,https://www.fospha.com/,Fospha | Full-Funnel Measurement for eCommerce,,Fospha | Full-Funnel Measurement for eCommerce,,,,,Fospha | Full-Funnel Measurement for eCommerce,og_title,ok,
fosemckay.com,https://fosemckay.com/,"Fose+McKay – Ad Agency Producing Creative, Consistent Content for 25 years.",,,,,,,Fose+McKay,homepage_title,ok,
formicidaesolutions.com,,,,,,,,,,,no_data,
foundationcapital.us,https://foundationcapital.us/,"Foundation Capital Partners | FCP - Real Estate, Investment Managment",Foundation Capital Partners | FCP,Foundation Capital Partners | FCP,,,,,Foundation Capital Partners | FCP,og_site_name,ok,
forunfinancial.com,,,,,,,,,,,no_data,
fortworthtexas.gov,https://www.fortworthtexas.gov/Home,Home – Welcome to the City of Fort Worth,,City of Fort Worth,,,,,City of Fort Worth,og_title,ok,
fotograf.de,https://www.fotograf.de/,fotograf.de – Das Shopsystem für Fotograf:innen | Fotos online verkaufen,fotograf.de – Das Shopsystem für Fotograf:innen | Fotos online verkaufen,fotograf.de – Das Shopsystem für Fotograf:innen | Fotos online verkaufen,,,,,fotograf.de – Das Shopsystem für Fotograf:innen | Fotos online verkaufen,og_site_name,ok,
founderslaw.com,https://www.founderslaw.com/,Founders Law | Legal Advice for Startups & Founders,,Founders Law | Legal Advice for Startups & Founders,,,,,Founders Law | Legal Advice for Startups & Founders,og_title,ok,
fountain-bio.com,https://fountain-bio.com/,fountain-bio.com,Fountain Bio,Fountain Bio,,,,,Fountain Bio,og_site_name,ok,
foundlightstudios.com,https://www.foundlightstudios.com/,Found Light Studios,Found Light Studios,Found Light Studios,,,,,Found Light Studios,og_site_name,ok,
four15digital.com,https://four15digital.com/,Home - Four15 Digital,Four15 Digital,Home - Four15 Digital,,,,,Four15 Digital,og_site_name,ok,
forwardmajority.org,https://forwardmajority.org/,Forward Majority - Leading the fight back to power,Forward Majority,Leading the fight back to power - Forward Majority,,,,,Forward Majority,og_site_name,ok,
fourblend.com,https://fourblend.com/,Home - Fourblend Digital,Fourblend Digital,Home - Fourblend Digital,,,,,Fourblend Digital,og_site_name,ok,
forwardartists.com,https://www.forwardartists.com/,Forward Artists,Forward Artists,Forward Artists,,,,,Forward Artists,og_site_name,ok,
fourlionsmedia.com,https://fourlionsmedia.com/,Four Lions Media,Four Lions Media,Four Lions Media,,,,,Four Lions Media,og_site_name,ok,
fourcornersmediation.com,https://fourcornersmediation.com/,"Four Corners Mediation, LLC – Divorce Mediation – Mediation services for couples going through a divorce or relationship conflicts.","Four Corners Mediation, LLC - Divorce Mediation",Home,,,,,"Four Corners Mediation, LLC - Divorce Mediation",og_site_name,ok,
forumfinancial.com,https://www.forumfinancial.com,We Help People Build Financial Plans for Life - Forum,Forum Financial - We Help People Build Financial Plans for Life,We Help People Build Financial Plans for Life - Forum,,,,,Forum Financial - We Help People Build Financial Plans for Life,og_site_name,ok,
fourthridge.com,https://fourthridge.com/,Fourth Ridge,Fourth Ridge,Fourth Ridge,,,,,Fourth Ridge,og_site_name,ok,
foursquareitp.com,https://www.foursquareitp.com/,Foursquare ITP • Integrated Transportation Planning,Foursquare ITP,Foursquare ITP • Integrated Transportation Planning,,,,,Foursquare ITP,og_site_name,ok,
fourward.com,https://fourward.com/,Fourward – Fourward,,,,,,,Fourward,homepage_title,ok,
fox.com,https://www.fox.com/,,,,,,,,,,ok,
foxadvancement.com,https://www.foxadvancement.com/,Home,,Home,,,,,Home,og_title,ok,
foyersavings.com,https://www.foyersavings.com/,"Foyer, The Savings App for First Time Homebuyers",,"Foyer, The Savings App for First Time Homebuyers",,,,,"Foyer, The Savings App for First Time Homebuyers",og_title,ok,
foundrycommercial.com,,,,,,,,,,,no_data,
fourvenues.com,,,,,,,,,,,no_data,
foundbrandagency.com,https://foundbrand.agency,"Brand Strategy, Design & Consulting | Austin | Found Brand Agency",Found Brand Agency,"Brand Strategy, Design & Consulting | Austin",,,,,Found Brand Agency,og_site_name,ok,
fp-financial.com,https://fp-financial.com/,Home - First Pacific Financial,First Pacific Financial,Home - First Pacific Financial,,,,,First Pacific Financial,og_site_name,ok,
fourcornersfa.com,https://www.fourcornersfa.com/,Four Corners Financial Advisors | Financial Planning | Retirement Planning | Investment Services | Wealth Management,,Four Corners Financial Advisors | Financial Planning | Retirement Planning | Investment Services | Wealth Management,,,,,Four Corners Financial Advisors | Financial Planning | Retirement Planning | Investment Services | Wealth Management,og_title,ok,
foursakenmedia.com,https://foursakenmedia.com/,Foursaken Media - Video Game Developers,,,,,,,Foursaken Media,homepage_title,ok,
framework-capital.com,https://www.framework-capital.com/,Framework Capital Partners - Home,Framework Capital Partners,Framework Capital Partners,,,,,Framework Capital Partners,og_site_name,ok,
fovus.co,https://fovus.co/,Fovus - The AI-powered serverless HPC platform,Fovus,Fovus,,,,,Fovus,og_site_name,ok,
franchisingconcepts.com,https://franchisingconcepts.com/,Power of Franchising - Franchising Concepts,Franchising Concepts,Power of Franchising - Franchising Concepts,,,,,Franchising Concepts,og_site_name,ok,
francineesrig.com,https://www.francineesrig.com/,Francine Esrig & Associates,FE&A (2023),Francine Esrig & Associates,,,,,FE&A (2023),og_site_name,ok,
franciscopartners.com,https://www.franciscopartners.com/,Francisco Partners,Francisco Partners,Francisco Partners,,,,,Francisco Partners,og_site_name,ok,
frankieonthebeach.net,https://frankieonthebeach.net/,"Frankie on the Beach Shop Dog Probiotic Shampoos, Conditioners & More",Frankie on the Beach,"Frankie on the Beach Shop Dog Probiotic Shampoos, Conditioners & More",,,,,Frankie on the Beach,og_site_name,ok,
franklinpartnersinc.com,https://www.franklinpartnersinc.com/,"Franklin Partners, Inc.",,,,,,,"Franklin Partners, Inc.",homepage_title,ok,
franklinadvisory.com,https://franklinadvisory.com/,Franklin Advisory,,,,,,,Franklin Advisory,homepage_title,ok,
franklinst.com,https://franklinst.com/,Commercial Real Estate & Insurance Brokerage | Franklin Street,Franklin Street,Commercial Real Estate & Insurance Brokerage | Franklin Street,,,,,Franklin Street,og_site_name,ok,
fprimecapital.com,https://fprimecapital.com/,Home - F-Prime Capital,F-Prime Capital,Home - F-Prime Capital,,,,,F-Prime Capital,og_site_name,ok,
fransystems.com,https://fransystems.com/,Franchise Education and Consulting,Franchise Systems Specialist,Franchise Education and Consulting,,,,,Franchise Systems Specialist,og_site_name,ok,
fpv.vc,,,,,,,,,,,no_data,
freddieramon.com,,,,,,,,,,,no_data,
freddiemac.com,https://www.freddiemac.com/,Freddie Mac - We Make Home Possible - Freddie Mac,,Freddie Mac - We Make Home Possible,,,,,Freddie Mac - We Make Home Possible,og_title,ok,
fractionagencia.com,https://www.fractionagencia.com/,Fraction Agencia,Fraction Agencia,Fraction Agencia,,,,,Fraction Agencia,og_site_name,ok,
freedomshieldlegal.com,https://freedomshieldlegal.com/,Freedom Shield Legal,,,,,,,Freedom Shield Legal,homepage_title,ok,
fourseasons.com,,,,,,,,,,,no_data,
frametec.com,https://www.frametec.com/,Welcome to FrameTecâ¢,,Welcome to FrameTecâ¢,,,,,Welcome to FrameTecâ¢,og_title,ok,
freefrommarket.com,https://attane-health.com/,Attane Health – Eat your way to better health,Attane Health,Attane Health – Eat your way to better health,,,,,Attane Health,og_site_name,ok,
freespiritvacations.com,https://freespiritvacations.com/,Free Spirit Vacations | Freedom to Wander | Group Travel,,,,,,,Free Spirit Vacations,homepage_title,ok,
freespirit.com,https://www.teachercreatedmaterials.com/,Teacher Created Materials | Homepage,,Teacher Created Materials | Homepage,,,,,Teacher Created Materials | Homepage,og_title,ok,
frenzy.agency,https://frenzy.agency/,"FRENZY is an Atlanta-based Marketing, PR, Media Buying Agency",Media Frenzy Global,HOMEPAGE,,,,,Media Frenzy Global,og_site_name,ok,
freopp.org,https://freopp.org/,Home - FREOPP,FREOPP,Home - FREOPP,,,,,FREOPP,og_site_name,ok,
fridmanlawfirm.com,https://fridmanlawfirm.com/,Business & Corporate Attorneys | Fridman Law Firm PLLC,Fridman Law Firm PLLC,New York Startup Business Attorney | Manhattan Business & Commercial Law Firm | Fridman Law Firm PLLC | Neil Fridman,,,,,Fridman Law Firm PLLC,og_site_name,ok,
fridaymarketing.agency,https://www.fridaymarketing.agency/,Home - Friday Marketing Agency,,Home - Friday Marketing Agency,,,,,Home - Friday Marketing Agency,og_title,ok,
friendsatwork.com,https://friendsatwork.com/,Friends at Work,,Friends at Work,,,,,Friends at Work,og_title,ok,
friendsteincities.org,,,,,,,,,,,no_data,
fradema.com.br,https://www.fradema.com.br/,Fradema Consultoria Tributária,Fradema Consultoria tributária,Fradema Consultoria Tributária,,,,,Fradema Consultoria tributária,og_site_name,ok,
friendsofthecongo.org,https://friendsofthecongo.org/,Raising Consciousness About the Challenge of the Congo - Friends of the Congo,Friends of the Congo,Raising Consciousness About the Challenge of the Congo - Friends of the Congo,,,,,Friends of the Congo,og_site_name,ok,
frigade.com,https://frigade.com/,Frigade â The most powerful growth tool you'll never build,,Frigade â The most powerful growth tool you'll never build,,,,,Frigade â The most powerful growth tool you'll never build,og_title,ok,
frommergroup.com,https://www.frommergroup.com/,Jeff Frommer - Frommer Group,Frommer Group,Jeff Frommer - Frommer Group,,,,,Frommer Group,og_site_name,ok,
front.com,https://front.com/,"Front | Customer-first service — powered by AI, designed for humans",Front,"Front | Customer-first service — powered by AI, designed for humans",,,,,Front,og_site_name,ok,
friendstwincities.org,https://friendstwincities.org/,Friends of the Children - Twin Cities | Home,Friends of the Children - Twin Cities,Home,,,,,Friends of the Children - Twin Cities,og_site_name,ok,
frontstreetre.com,https://frontstreetre.com/,Front Street Re - Reinsurance & Insurtech,Front Street Re,Front Street Re - Reinsurance & Insurtech,,,,,Front Street Re,og_site_name,ok,
frontdesk.com,https://frontdesk.com/,"FrontDesk, Inc. – On-line and Creative Services",,,,,,,"FrontDesk, Inc.",homepage_title,ok,
frontlineed.com,https://www.frontlineeducation.com/,Frontline Education | K-12 School Administration Software,Frontline Education,Homepage,,,,,Frontline Education,og_site_name,ok,
fruitful.com,https://www.fruitful.com/,"Fruitful - Finances Figured Out for You, Get on Track in 30 Days",,"Fruitful - Finances Figured Out for You, Get on Track in 30 Days",,,,,"Fruitful - Finances Figured Out for You, Get on Track in 30 Days",og_title,ok,
frpark.com,https://www.frpark.com/,Franklin Park,,,,,,,Franklin Park,homepage_title,ok,
fruitionhouse.com,https://www.fruitionhouse.com/,FRUITION HOUSE,FRUITION HOUSE,FRUITION HOUSE,,,,,FRUITION HOUSE,og_site_name,ok,
ftadvisors.io,,,,,,,,,,,no_data,
ftci.com,https://www.fiduciarytrust.com,Fiduciary Trust,,,,,,,Fiduciary Trust,homepage_title,ok,
fsresidential.com,https://www.fsresidential.com/corporate/,Property Management Company | FirstService Residential,FSR,Property Management Company | FirstService Residential,,,,,FSR,og_site_name,ok,
frankrimerman.com,https://www.frankrimerman.com/,"Frank, Rimerman + Co. - Certified Public Accountants | CPA Firm","Frank, Rimerman + Co. LLP","Frank, Rimerman + Co. - Certified Public Accountants | CPA Firm",,,,,"Frank, Rimerman + Co. LLP",og_site_name,ok,
ftsco.com,https://ftsco.com/,"Professional Staffing & Recruiting Services | FTS, Inc.","FTS, Inc.",Home,,,,,"FTS, Inc.",og_site_name,ok,
fueltalent.com,https://www.fueltalent.com/,Fuel Talent,Fuel Talent,Fuel Talent,,,,,Fuel Talent,og_site_name,ok,
frascallc.com,https://frascallc.com/,"Home | Frasca & Associates, LLC",-FRASCA LLC-,"-FRASAC & ASSOCIATES, LLC-",,,,,-FRASCA LLC-,og_site_name,ok,
fredlaw.com,https://www.fredlaw.com/,Fredrikson & Byron P.A.,,,Fredrikson &amp; Byron P.A.,,,,Fredrikson &amp; Byron P.A.,schema_org_name,ok,
fullcircleadvisors.com,https://fullcircleadvisors.com/,Full Circle Financial — Full Circle Financial,Full Circle Financial,Full Circle Financial,,,,,Full Circle Financial,og_site_name,ok,
fulldayllc.com,https://www.fulldayllc.com/,Home,,,,,,,Home,homepage_title,ok,
ftreca.com,https://fairtraderealestate.com/,Home - Fair Trade Real Estate,Fair Trade Real Estate,Home - Fair Trade Real Estate,,,,,Fair Trade Real Estate,og_site_name,ok,
freeopp.org,,,,,,,,,,,no_data,
fundamentalincome.com,https://fundamentalincome.com/,Investing in American Business - Fundamental Income,Fundamental Income,Investing in American Business - Fundamental Income,,,,,Fundamental Income,og_site_name,ok,
fullertonstrategies.com,https://fullertonstrategies.com/,Fullerton Strategies - Full Service Creative Agency - Copy - Fullerton Strategies,Fullerton Strategies,Fullerton Strategies - Full Service Creative Agency - Copy - Fullerton Strategies,,,,,Fullerton Strategies,og_site_name,ok,
fundfinancepartners.com,https://fundfinancepartners.com/,Fund Finance Partners,Fund Finance Partners,Fund Finance Partners,,,,,Fund Finance Partners,og_site_name,ok,
fundguard.com,https://www.fundguard.com/,FundGuard | Fund Accounting Platform & IBOR Software Solutions,FundGuard,FundGuard | Fund Accounting Platform & IBOR Software Solutions,,,,,FundGuard,og_site_name,ok,
funasia.net,https://funasia.net/,FunAsia: Your Ultimate Destination for Entertainment and News,Funasia,FunAsia: Your Ultimate Destination for Entertainment and News,,,,,Funasia,og_site_name,ok,
funkzonemedia.com,https://www.funkzonemedia.com/,"Funk Zone Media | Pay For Results, Not Promises",Funk Zone Media Copy,"Funk Zone Media | Pay For Results, Not Promises",,,,,Funk Zone Media Copy,og_site_name,ok,
fundingo.com,https://www.fundingo.com/,Loan Management Software by Fundingo,Loan Management Software by Fundingo,Loan Management Software by Fundingo,,,,,Loan Management Software by Fundingo,og_site_name,ok,
funnelfuel.io,https://funnelfuel.io/,"FunnelFuel B2B Marketing Platform - ABM Insights, Analytics & Programmatic Advertising Platform - FunnelFuel ABM Insights, Analytics & Programmatic Advertising Platform » Next generation B2B marketing. Fuelled Insights. Powered by bespoke technology. Enabled by complete sector specialism.","FunnelFuel ABM Insights, Analytics & Programmatic Advertising Platform » Next generation B2B marketing. Fuelled Insights. Powered by bespoke technology. Enabled by complete sector specialism.","FunnelFuel B2B Marketing Platform - ABM Insights, Analytics & Programmatic Advertising Platform - FunnelFuel ABM Insights, Analytics & Programmatic Advertising Platform » Next generation B2B marketing. Fuelled Insights. Powered by bespoke technology. Enabled by complete sector specialism.",,,,,"FunnelFuel ABM Insights, Analytics & Programmatic Advertising Platform » Next generation B2B marketing. Fuelled Insights. Powered by bespoke technology. Enabled by complete sector specialism.",og_site_name,ok,
funnelworksuite.com,https://www.funnelworksuite.com/,FunnelWorkSuite – MSP and Business Process Consultants,,,,,,,FunnelWorkSuite,homepage_title,ok,
fusionacademy.com,https://www.fusionacademy.com/,Fusion Academy: Personalized Private School Grades 6-12,Fusion Academy,Fusion Academy: Personalized Private School Grades 6-12,,,,,Fusion Academy,og_site_name,ok,
fruitful.co,https://www.fruitful.com,"Fruitful - Finances Figured Out for You, Get on Track in 30 Days",,"Fruitful - Finances Figured Out for You, Get on Track in 30 Days",,,,,"Fruitful - Finances Figured Out for You, Get on Track in 30 Days",og_title,ok,
furiosa.ai,https://furiosa.ai/,FuriosaAI,FuriosaAI,FuriosaAI,,,,,FuriosaAI,og_site_name,ok,
ftbservices.com,,,,,,,,,,,no_data,
futeur.ai,https://www.futeur.ai/,Futeur AI,,,,,,,Futeur AI,homepage_title,ok,
futureai.com,https://www.futureai.com/,FutureAI,FutureAI,FutureAI,,,,,FutureAI,og_site_name,ok,
futureandsons.com,https://www.futureandsons.com/,Future & Sons,Future & Sons,Future & Sons,,,,,Future & Sons,og_site_name,ok,
futureandsuns.com,https://www.futureandsuns.com/,Future + Suns,Future + Suns,Future + Suns,,,,,Future + Suns,og_site_name,ok,
fusiongroupconsulting.com,https://www.fusiongroupconsulting.com,Fusion Group | Outsourcing Solutions,,Fusion Group | Outsourcing Solutions & Business Services,,,,,Fusion Group | Outsourcing Solutions & Business Services,og_title,ok,
fultoneducationfoundation.org,https://fultoneducationfoundation.org/,Fulton Education Foundation,Fulton Education Foundation,Fulton Education Foundation,,,,,Fulton Education Foundation,og_site_name,ok,
fun.xyz,https://fun.xyz/,Fun.xyz,,,,,,,Fun.xyz,homepage_title,ok,
